thirdMeshCode,大分類,企業数,従業員数,売上高,lowerLeft_lng,lowerLeft_lat,lowerRight_lng,lowerRight_lat,upperRight_lng,upperRight_lat,upperLeft_lng,upperLeft_lat,center_lng,center_lat
52335293,L_サービス業,1,,9,133.2875,35.15833333,133.3,35.15833333,133.3,35.16666667,133.2875,35.16666667,133.29375,35.1625
52335294,E_建設業,1,6,182,133.3,35.15833333,133.3125,35.15833333,133.3125,35.16666667,133.3,35.16666667,133.30625,35.1625
52335294,F_製造業,1,,12,133.3,35.15833333,133.3125,35.15833333,133.3125,35.16666667,133.3,35.16666667,133.30625,35.1625
52335294,L_サービス業,1,6,42,133.3,35.15833333,133.3125,35.15833333,133.3125,35.16666667,133.3,35.16666667,133.30625,35.1625
52335294,M_公務,1,70,,133.3,35.15833333,133.3125,35.15833333,133.3125,35.16666667,133.3,35.16666667,133.30625,35.1625
52335295,B_林業，狩猟業,1,11,110,133.3125,35.15833333,133.325,35.15833333,133.325,35.16666667,133.3125,35.16666667,133.31875,35.1625
52335295,E_建設業,1,16,103,133.3125,35.15833333,133.325,35.15833333,133.325,35.16666667,133.3125,35.16666667,133.31875,35.1625
52335295,G_卸・小売業，飲食店,4,16,785,133.3125,35.15833333,133.325,35.15833333,133.325,35.16666667,133.3125,35.16666667,133.31875,35.1625
52336147,A_農業,1,9,300,133.2125,35.2,133.225,35.2,133.225,35.20833333,133.2125,35.20833333,133.21875,35.20416667
52336204,E_建設業,1,20,430,133.3,35.16666667,133.3125,35.16666667,133.3125,35.175,133.3,35.175,133.30625,35.17083333
52336204,J_運輸・通信業,1,8,98,133.3,35.16666667,133.3125,35.16666667,133.3125,35.175,133.3,35.175,133.30625,35.17083333
52336204,L_サービス業,2,10,654,133.3,35.16666667,133.3125,35.16666667,133.3125,35.175,133.3,35.175,133.30625,35.17083333
52336205,G_卸・小売業，飲食店,2,3,236,133.3125,35.16666667,133.325,35.16666667,133.325,35.175,133.3125,35.175,133.31875,35.17083333
52336226,J_運輸・通信業,1,5,29,133.325,35.18333333,133.3375,35.18333333,133.3375,35.19166667,133.325,35.19166667,133.33125,35.1875
52336243,G_卸・小売業，飲食店,1,1,11,133.2875,35.2,133.3,35.2,133.3,35.20833333,133.2875,35.20833333,133.29375,35.20416667
52336243,J_運輸・通信業,1,10,110,133.2875,35.2,133.3,35.2,133.3,35.20833333,133.2875,35.20833333,133.29375,35.20416667
52336275,J_運輸・通信業,1,17,280,133.3125,35.225,133.325,35.225,133.325,35.23333333,133.3125,35.23333333,133.31875,35.22916667
52336340,B_林業，狩猟業,1,6,42,133.375,35.2,133.3875,35.2,133.3875,35.20833333,133.375,35.20833333,133.38125,35.20416667
52336351,E_建設業,1,5,212,133.3875,35.20833333,133.4,35.20833333,133.4,35.21666667,133.3875,35.21666667,133.39375,35.2125
52336351,G_卸・小売業，飲食店,1,2,65,133.3875,35.20833333,133.4,35.20833333,133.4,35.21666667,133.3875,35.21666667,133.39375,35.2125
52336375,E_建設業,2,14,237,133.4375,35.225,133.45,35.225,133.45,35.23333333,133.4375,35.23333333,133.44375,35.22916667
52336384,E_建設業,1,11,115,133.425,35.23333333,133.4375,35.23333333,133.4375,35.24166667,133.425,35.24166667,133.43125,35.2375
52336385,E_建設業,1,6,187,133.4375,35.23333333,133.45,35.23333333,133.45,35.24166667,133.4375,35.24166667,133.44375,35.2375
52336385,F_製造業,1,19,310,133.4375,35.23333333,133.45,35.23333333,133.45,35.24166667,133.4375,35.24166667,133.44375,35.2375
52336385,G_卸・小売業，飲食店,4,29,1257,133.4375,35.23333333,133.45,35.23333333,133.45,35.24166667,133.4375,35.24166667,133.44375,35.2375
52336385,L_サービス業,2,290,1571,133.4375,35.23333333,133.45,35.23333333,133.45,35.24166667,133.4375,35.24166667,133.44375,35.2375
52336385,M_公務,1,49,,133.4375,35.23333333,133.45,35.23333333,133.45,35.24166667,133.4375,35.24166667,133.44375,35.2375
52336395,L_サービス業,1,33,284,133.4375,35.24166667,133.45,35.24166667,133.45,35.25,133.4375,35.25,133.44375,35.24583334
52337286,B_林業，狩猟業,1,3,58,133.325,35.31666667,133.3375,35.31666667,133.3375,35.325,133.325,35.325,133.33125,35.32083334
52337306,E_建設業,1,13,400,133.45,35.25,133.4625,35.25,133.4625,35.25833333,133.45,35.25833333,133.45625,35.25416666
52337306,F_製造業,1,,337,133.45,35.25,133.4625,35.25,133.4625,35.25833333,133.45,35.25833333,133.45625,35.25416666
52337306,L_サービス業,1,6,130,133.45,35.25,133.4625,35.25,133.4625,35.25833333,133.45,35.25833333,133.45625,35.25416666
52337318,E_建設業,1,10,78,133.475,35.25833333,133.4875,35.25833333,133.4875,35.26666667,133.475,35.26666667,133.48125,35.2625
52337318,F_製造業,2,60,552,133.475,35.25833333,133.4875,35.25833333,133.4875,35.26666667,133.475,35.26666667,133.48125,35.2625
52337328,J_運輸・通信業,1,16,179,133.475,35.26666667,133.4875,35.26666667,133.4875,35.275,133.475,35.275,133.48125,35.27083333
52337338,E_建設業,2,47,575,133.475,35.275,133.4875,35.275,133.4875,35.28333333,133.475,35.28333333,133.48125,35.27916666
52337338,F_製造業,1,2,54,133.475,35.275,133.4875,35.275,133.4875,35.28333333,133.475,35.28333333,133.48125,35.27916666
52337338,M_公務,2,60,,133.475,35.275,133.4875,35.275,133.4875,35.28333333,133.475,35.28333333,133.48125,35.27916666
52337348,E_建設業,1,28,557,133.475,35.28333333,133.4875,35.28333333,133.4875,35.29166667,133.475,35.29166667,133.48125,35.2875
52337348,J_運輸・通信業,1,15,200,133.475,35.28333333,133.4875,35.28333333,133.4875,35.29166667,133.475,35.29166667,133.48125,35.2875
52337357,E_建設業,1,23,456,133.4625,35.29166667,133.475,35.29166667,133.475,35.3,133.4625,35.3,133.46875,35.29583333
52337367,G_卸・小売業，飲食店,2,8,273,133.4625,35.3,133.475,35.3,133.475,35.30833333,133.4625,35.30833333,133.46875,35.30416666
52337395,G_卸・小売業，飲食店,1,4,84,133.4375,35.325,133.45,35.325,133.45,35.33333333,133.4375,35.33333333,133.44375,35.32916667
52337484,F_製造業,1,9,82,133.55,35.31666667,133.5625,35.31666667,133.5625,35.325,133.55,35.325,133.55625,35.32083334
52337673,F_製造業,1,6,128,133.7875,35.30833333,133.8,35.30833333,133.8,35.31666667,133.7875,35.31666667,133.79375,35.3125
52337673,G_卸・小売業，飲食店,1,,135,133.7875,35.30833333,133.8,35.30833333,133.8,35.31666667,133.7875,35.31666667,133.79375,35.3125
52346188,E_建設業,1,4,80,134.225,35.23333333,134.2375,35.23333333,134.2375,35.24166667,134.225,35.24166667,134.23125,35.2375
52346188,F_製造業,1,7,42,134.225,35.23333333,134.2375,35.23333333,134.2375,35.24166667,134.225,35.24166667,134.23125,35.2375
52346194,E_建設業,1,11,122,134.175,35.24166667,134.1875,35.24166667,134.1875,35.25,134.175,35.25,134.18125,35.24583334
52346198,F_製造業,1,11,165,134.225,35.24166667,134.2375,35.24166667,134.2375,35.25,134.225,35.25,134.23125,35.24583334
52347097,A_農業,1,3,76,134.0875,35.325,134.1,35.325,134.1,35.33333333,134.0875,35.33333333,134.09375,35.32916667
52347098,A_農業,1,5,50,134.1,35.325,134.1125,35.325,134.1125,35.33333333,134.1,35.33333333,134.10625,35.32916667
52347099,F_製造業,1,15,265,134.1125,35.325,134.125,35.325,134.125,35.33333333,134.1125,35.33333333,134.11875,35.32916667
52347108,E_建設業,1,4,15,134.225,35.25,134.2375,35.25,134.2375,35.25833333,134.225,35.25833333,134.23125,35.25416666
52347108,F_製造業,1,14,50,134.225,35.25,134.2375,35.25,134.2375,35.25833333,134.225,35.25833333,134.23125,35.25416666
52347117,F_製造業,1,167,2716,134.2125,35.25833333,134.225,35.25833333,134.225,35.26666667,134.2125,35.26666667,134.21875,35.2625
52347117,J_運輸・通信業,1,3,120,134.2125,35.25833333,134.225,35.25833333,134.225,35.26666667,134.2125,35.26666667,134.21875,35.2625
52347118,F_製造業,1,6,55,134.225,35.25833333,134.2375,35.25833333,134.2375,35.26666667,134.225,35.26666667,134.23125,35.2625
52347118,G_卸・小売業，飲食店,3,19,630,134.225,35.25833333,134.2375,35.25833333,134.2375,35.26666667,134.225,35.26666667,134.23125,35.2625
52347118,J_運輸・通信業,1,78,2799,134.225,35.25833333,134.2375,35.25833333,134.2375,35.26666667,134.225,35.26666667,134.23125,35.2625
52347118,L_サービス業,1,16,717,134.225,35.25833333,134.2375,35.25833333,134.2375,35.26666667,134.225,35.26666667,134.23125,35.2625
52347118,M_公務,1,92,,134.225,35.25833333,134.2375,35.25833333,134.2375,35.26666667,134.225,35.26666667,134.23125,35.2625
52347119,E_建設業,2,15,578,134.2375,35.25833333,134.25,35.25833333,134.25,35.26666667,134.2375,35.26666667,134.24375,35.2625
52347119,F_製造業,2,98,893,134.2375,35.25833333,134.25,35.25833333,134.25,35.26666667,134.2375,35.26666667,134.24375,35.2625
52347128,E_建設業,4,39,625,134.225,35.26666667,134.2375,35.26666667,134.2375,35.275,134.225,35.275,134.23125,35.27083333
52347128,F_製造業,1,10,134,134.225,35.26666667,134.2375,35.26666667,134.2375,35.275,134.225,35.275,134.23125,35.27083333
52347128,G_卸・小売業，飲食店,3,112,5485,134.225,35.26666667,134.2375,35.26666667,134.2375,35.275,134.225,35.275,134.23125,35.27083333
52347128,I_不動産業,1,1,10,134.225,35.26666667,134.2375,35.26666667,134.2375,35.275,134.225,35.275,134.23125,35.27083333
52347138,E_建設業,1,18,460,134.225,35.275,134.2375,35.275,134.2375,35.28333333,134.225,35.28333333,134.23125,35.27916666
52347147,F_製造業,2,10,80,134.2125,35.28333333,134.225,35.28333333,134.225,35.29166667,134.2125,35.29166667,134.21875,35.2875
52347185,F_製造業,1,196,14527,134.1875,35.31666667,134.2,35.31666667,134.2,35.325,134.1875,35.325,134.19375,35.32083334
52347185,J_運輸・通信業,1,40,502,134.1875,35.31666667,134.2,35.31666667,134.2,35.325,134.1875,35.325,134.19375,35.32083334
52347195,G_卸・小売業，飲食店,1,2,75,134.1875,35.325,134.2,35.325,134.2,35.33333333,134.1875,35.33333333,134.19375,35.32916667
52347211,B_林業，狩猟業,1,9,50,134.2625,35.25833333,134.275,35.25833333,134.275,35.26666667,134.2625,35.26666667,134.26875,35.2625
52347244,F_製造業,1,35,427,134.3,35.28333333,134.3125,35.28333333,134.3125,35.29166667,134.3,35.29166667,134.30625,35.2875
52347244,G_卸・小売業，飲食店,1,2,70,134.3,35.28333333,134.3125,35.28333333,134.3125,35.29166667,134.3,35.29166667,134.30625,35.2875
52347383,E_建設業,1,3,52,134.4125,35.31666667,134.425,35.31666667,134.425,35.325,134.4125,35.325,134.41875,35.32083334
53330206,F_製造業,1,24,290,133.325,35.33333333,133.3375,35.33333333,133.3375,35.34166667,133.325,35.34166667,133.33125,35.3375
53330206,L_サービス業,1,8,283,133.325,35.33333333,133.3375,35.33333333,133.3375,35.34166667,133.325,35.34166667,133.33125,35.3375
53330206,M_公務,1,99,,133.325,35.33333333,133.3375,35.33333333,133.3375,35.34166667,133.325,35.34166667,133.33125,35.3375
53330215,E_建設業,1,1,14,133.3125,35.34166667,133.325,35.34166667,133.325,35.35,133.3125,35.35,133.31875,35.34583334
53330216,E_建設業,1,10,269,133.325,35.34166667,133.3375,35.34166667,133.3375,35.35,133.325,35.35,133.33125,35.34583334
53330216,G_卸・小売業，飲食店,1,3,75,133.325,35.34166667,133.3375,35.34166667,133.3375,35.35,133.325,35.35,133.33125,35.34583334
53330225,F_製造業,3,418,11832,133.3125,35.35,133.325,35.35,133.325,35.35833333,133.3125,35.35833333,133.31875,35.35416667
53330226,G_卸・小売業，飲食店,1,,45,133.325,35.35,133.3375,35.35,133.3375,35.35833333,133.325,35.35833333,133.33125,35.35416667
53330236,G_卸・小売業，飲食店,1,5,570,133.325,35.35833333,133.3375,35.35833333,133.3375,35.36666667,133.325,35.36666667,133.33125,35.3625
53330246,E_建設業,1,44,1630,133.325,35.36666667,133.3375,35.36666667,133.3375,35.375,133.325,35.375,133.33125,35.37083334
53330246,L_サービス業,1,56,517,133.325,35.36666667,133.3375,35.36666667,133.3375,35.375,133.325,35.375,133.33125,35.37083334
53330248,F_製造業,2,71,229,133.35,35.36666667,133.3625,35.36666667,133.3625,35.375,133.35,35.375,133.35625,35.37083334
53330257,E_建設業,1,,80,133.3375,35.375,133.35,35.375,133.35,35.38333333,133.3375,35.38333333,133.34375,35.37916666
53330258,F_製造業,1,16,295,133.35,35.375,133.3625,35.375,133.3625,35.38333333,133.35,35.38333333,133.35625,35.37916666
53330259,E_建設業,1,23,211,133.3625,35.375,133.375,35.375,133.375,35.38333333,133.3625,35.38333333,133.36875,35.37916666
53330266,G_卸・小売業，飲食店,2,6,580,133.325,35.38333333,133.3375,35.38333333,133.3375,35.39166667,133.325,35.39166667,133.33125,35.3875
53330266,J_運輸・通信業,1,29,450,133.325,35.38333333,133.3375,35.38333333,133.3375,35.39166667,133.325,35.39166667,133.33125,35.3875
53330267,E_建設業,1,39,971,133.3375,35.38333333,133.35,35.38333333,133.35,35.39166667,133.3375,35.39166667,133.34375,35.3875
53330277,E_建設業,2,21,325,133.3375,35.39166667,133.35,35.39166667,133.35,35.4,133.3375,35.4,133.34375,35.39583333
53330277,F_製造業,1,7,140,133.3375,35.39166667,133.35,35.39166667,133.35,35.4,133.3375,35.4,133.34375,35.39583333
53330277,G_卸・小売業，飲食店,2,41,1452,133.3375,35.39166667,133.35,35.39166667,133.35,35.4,133.3375,35.4,133.34375,35.39583333
53330278,E_建設業,1,4,34,133.35,35.39166667,133.3625,35.39166667,133.3625,35.4,133.35,35.4,133.35625,35.39583333
53330278,L_サービス業,1,200,1605,133.35,35.39166667,133.3625,35.39166667,133.3625,35.4,133.35,35.4,133.35625,35.39583333
53330279,E_建設業,2,28,1177,133.3625,35.39166667,133.375,35.39166667,133.375,35.4,133.3625,35.4,133.36875,35.39583333
53330287,E_建設業,1,7,119,133.3375,35.4,133.35,35.4,133.35,35.40833333,133.3375,35.40833333,133.34375,35.40416666
53330288,E_建設業,2,28,706,133.35,35.4,133.3625,35.4,133.3625,35.40833333,133.35,35.40833333,133.35625,35.40416666
53330288,G_卸・小売業，飲食店,1,,65,133.35,35.4,133.3625,35.4,133.3625,35.40833333,133.35,35.40833333,133.35625,35.40416666
53330288,L_サービス業,2,173,1533,133.35,35.4,133.3625,35.4,133.3625,35.40833333,133.35,35.40833333,133.35625,35.40416666
53330289,E_建設業,2,18,205,133.3625,35.4,133.375,35.4,133.375,35.40833333,133.3625,35.40833333,133.36875,35.40416666
53330289,F_製造業,1,5,62,133.3625,35.4,133.375,35.4,133.375,35.40833333,133.3625,35.40833333,133.36875,35.40416666
53330289,G_卸・小売業，飲食店,1,1,70,133.3625,35.4,133.375,35.4,133.375,35.40833333,133.3625,35.40833333,133.36875,35.40416666
53330295,E_建設業,1,18,250,133.3125,35.40833333,133.325,35.40833333,133.325,35.41666667,133.3125,35.41666667,133.31875,35.4125
53330296,E_建設業,2,9,275,133.325,35.40833333,133.3375,35.40833333,133.3375,35.41666667,133.325,35.41666667,133.33125,35.4125
53330296,F_製造業,1,4,85,133.325,35.40833333,133.3375,35.40833333,133.3375,35.41666667,133.325,35.41666667,133.33125,35.4125
53330296,L_サービス業,1,,15,133.325,35.40833333,133.3375,35.40833333,133.3375,35.41666667,133.325,35.41666667,133.33125,35.4125
53330297,E_建設業,1,4,188,133.3375,35.40833333,133.35,35.40833333,133.35,35.41666667,133.3375,35.41666667,133.34375,35.4125
53330298,E_建設業,2,22,584,133.35,35.40833333,133.3625,35.40833333,133.3625,35.41666667,133.35,35.41666667,133.35625,35.4125
53330298,G_卸・小売業，飲食店,3,32,1065,133.35,35.40833333,133.3625,35.40833333,133.3625,35.41666667,133.35,35.41666667,133.35625,35.4125
53330298,L_サービス業,1,20,374,133.35,35.40833333,133.3625,35.40833333,133.3625,35.41666667,133.35,35.41666667,133.35625,35.4125
53330299,G_卸・小売業，飲食店,1,40,3100,133.3625,35.40833333,133.375,35.40833333,133.375,35.41666667,133.3625,35.41666667,133.36875,35.4125
53330305,E_建設業,1,12,194,133.4375,35.33333333,133.45,35.33333333,133.45,35.34166667,133.4375,35.34166667,133.44375,35.3375
53330314,E_建設業,3,31,490,133.425,35.34166667,133.4375,35.34166667,133.4375,35.35,133.425,35.35,133.43125,35.34583334
53330314,F_製造業,3,96,981,133.425,35.34166667,133.4375,35.34166667,133.4375,35.35,133.425,35.35,133.43125,35.34583334
53330314,G_卸・小売業，飲食店,2,14,293,133.425,35.34166667,133.4375,35.34166667,133.4375,35.35,133.425,35.35,133.43125,35.34583334
53330324,E_建設業,1,1,35,133.425,35.35,133.4375,35.35,133.4375,35.35833333,133.425,35.35833333,133.43125,35.35416667
53330324,L_サービス業,1,110,915,133.425,35.35,133.4375,35.35,133.4375,35.35833333,133.425,35.35833333,133.43125,35.35416667
53330329,G_卸・小売業，飲食店,1,16,237,133.4875,35.35,133.5,35.35,133.5,35.35833333,133.4875,35.35833333,133.49375,35.35416667
53330334,A_農業,1,2,41,133.425,35.35833333,133.4375,35.35833333,133.4375,35.36666667,133.425,35.36666667,133.43125,35.3625
53330334,F_製造業,1,9,200,133.425,35.35833333,133.4375,35.35833333,133.4375,35.36666667,133.425,35.36666667,133.43125,35.3625
53330336,F_製造業,1,40,1800,133.45,35.35833333,133.4625,35.35833333,133.4625,35.36666667,133.45,35.36666667,133.45625,35.3625
53330345,E_建設業,1,1,90,133.4375,35.36666667,133.45,35.36666667,133.45,35.375,133.4375,35.375,133.44375,35.37083334
53330351,F_製造業,1,4,30,133.3875,35.375,133.4,35.375,133.4,35.38333333,133.3875,35.38333333,133.39375,35.37916666
53330352,F_製造業,1,33,692,133.4,35.375,133.4125,35.375,133.4125,35.38333333,133.4,35.38333333,133.40625,35.37916666
53330353,J_運輸・通信業,1,9,90,133.4125,35.375,133.425,35.375,133.425,35.38333333,133.4125,35.38333333,133.41875,35.37916666
53330354,E_建設業,1,8,170,133.425,35.375,133.4375,35.375,133.4375,35.38333333,133.425,35.38333333,133.43125,35.37916666
53330354,F_製造業,1,20,251,133.425,35.375,133.4375,35.375,133.4375,35.38333333,133.425,35.38333333,133.43125,35.37916666
53330354,L_サービス業,1,87,593,133.425,35.375,133.4375,35.375,133.4375,35.38333333,133.425,35.38333333,133.43125,35.37916666
53330357,L_サービス業,1,35,256,133.4625,35.375,133.475,35.375,133.475,35.38333333,133.4625,35.38333333,133.46875,35.37916666
53330361,F_製造業,1,3,40,133.3875,35.38333333,133.4,35.38333333,133.4,35.39166667,133.3875,35.39166667,133.39375,35.3875
53330361,G_卸・小売業，飲食店,4,30,1043,133.3875,35.38333333,133.4,35.38333333,133.4,35.39166667,133.3875,35.39166667,133.39375,35.3875
53330361,L_サービス業,1,10,50,133.3875,35.38333333,133.4,35.38333333,133.4,35.39166667,133.3875,35.39166667,133.39375,35.3875
53330362,E_建設業,1,37,603,133.4,35.38333333,133.4125,35.38333333,133.4125,35.39166667,133.4,35.39166667,133.40625,35.3875
53330362,F_製造業,2,8,108,133.4,35.38333333,133.4125,35.38333333,133.4125,35.39166667,133.4,35.39166667,133.40625,35.3875
53330362,M_公務,1,111,,133.4,35.38333333,133.4125,35.38333333,133.4125,35.39166667,133.4,35.39166667,133.40625,35.3875
53330363,G_卸・小売業，飲食店,2,44,740,133.4125,35.38333333,133.425,35.38333333,133.425,35.39166667,133.4125,35.39166667,133.41875,35.3875
53330363,L_サービス業,1,12,87,133.4125,35.38333333,133.425,35.38333333,133.425,35.39166667,133.4125,35.39166667,133.41875,35.3875
53330364,F_製造業,1,4,57,133.425,35.38333333,133.4375,35.38333333,133.4375,35.39166667,133.425,35.39166667,133.43125,35.3875
53330366,G_卸・小売業，飲食店,1,13,255,133.45,35.38333333,133.4625,35.38333333,133.4625,35.39166667,133.45,35.39166667,133.45625,35.3875
53330366,L_サービス業,1,200,1407,133.45,35.38333333,133.4625,35.38333333,133.4625,35.39166667,133.45,35.39166667,133.45625,35.3875
53330367,G_卸・小売業，飲食店,3,13,179,133.4625,35.38333333,133.475,35.38333333,133.475,35.39166667,133.4625,35.39166667,133.46875,35.3875
53330367,L_サービス業,1,2,59,133.4625,35.38333333,133.475,35.38333333,133.475,35.39166667,133.4625,35.39166667,133.46875,35.3875
53330370,E_建設業,1,4,106,133.375,35.39166667,133.3875,35.39166667,133.3875,35.4,133.375,35.4,133.38125,35.39583333
53330370,F_製造業,3,24,250,133.375,35.39166667,133.3875,35.39166667,133.3875,35.4,133.375,35.4,133.38125,35.39583333
53330370,L_サービス業,1,32,220,133.375,35.39166667,133.3875,35.39166667,133.3875,35.4,133.375,35.4,133.38125,35.39583333
53330373,E_建設業,1,1,148,133.4125,35.39166667,133.425,35.39166667,133.425,35.4,133.4125,35.4,133.41875,35.39583333
53330373,F_製造業,1,290,12000,133.4125,35.39166667,133.425,35.39166667,133.425,35.4,133.4125,35.4,133.41875,35.39583333
53330373,J_運輸・通信業,1,27,400,133.4125,35.39166667,133.425,35.39166667,133.425,35.4,133.4125,35.4,133.41875,35.39583333
53330377,L_サービス業,1,8,342,133.4625,35.39166667,133.475,35.39166667,133.475,35.4,133.4625,35.4,133.46875,35.39583333
53330380,E_建設業,3,26,727,133.375,35.4,133.3875,35.4,133.3875,35.40833333,133.375,35.40833333,133.38125,35.40416666
53330380,L_サービス業,2,84,1010,133.375,35.4,133.3875,35.4,133.3875,35.40833333,133.375,35.40833333,133.38125,35.40416666
53330381,E_建設業,1,8,241,133.3875,35.4,133.4,35.4,133.4,35.40833333,133.3875,35.40833333,133.39375,35.40416666
53330382,E_建設業,1,4,58,133.4,35.4,133.4125,35.4,133.4125,35.40833333,133.4,35.40833333,133.40625,35.40416666
53330382,G_卸・小売業，飲食店,1,94,3401,133.4,35.4,133.4125,35.4,133.4125,35.40833333,133.4,35.40833333,133.40625,35.40416666
53330382,L_サービス業,1,,5,133.4,35.4,133.4125,35.4,133.4125,35.40833333,133.4,35.40833333,133.40625,35.40416666
53330383,E_建設業,1,1,35,133.4125,35.4,133.425,35.4,133.425,35.40833333,133.4125,35.40833333,133.41875,35.40416666
53330383,L_サービス業,1,11,97,133.4125,35.4,133.425,35.4,133.425,35.40833333,133.4125,35.40833333,133.41875,35.40416666
53330390,E_建設業,1,10,491,133.375,35.40833333,133.3875,35.40833333,133.3875,35.41666667,133.375,35.41666667,133.38125,35.4125
53330390,J_運輸・通信業,2,57,765,133.375,35.40833333,133.3875,35.40833333,133.3875,35.41666667,133.375,35.41666667,133.38125,35.4125
53330390,L_サービス業,2,31,787,133.375,35.40833333,133.3875,35.40833333,133.3875,35.41666667,133.375,35.41666667,133.38125,35.4125
53330392,E_建設業,2,86,1409,133.4,35.40833333,133.4125,35.40833333,133.4125,35.41666667,133.4,35.41666667,133.40625,35.4125
53330392,F_製造業,1,14,372,133.4,35.40833333,133.4125,35.40833333,133.4125,35.41666667,133.4,35.41666667,133.40625,35.4125
53330392,G_卸・小売業，飲食店,1,5,100,133.4,35.40833333,133.4125,35.40833333,133.4125,35.41666667,133.4,35.41666667,133.40625,35.4125
53330397,L_サービス業,2,75,248,133.4625,35.40833333,133.475,35.40833333,133.475,35.41666667,133.4625,35.41666667,133.46875,35.4125
53330441,L_サービス業,1,7,180,133.5125,35.36666667,133.525,35.36666667,133.525,35.375,133.5125,35.375,133.51875,35.37083334
53330472,G_卸・小売業，飲食店,1,3,100,133.525,35.39166667,133.5375,35.39166667,133.5375,35.4,133.525,35.4,133.53125,35.39583333
53330472,L_サービス業,4,14,645,133.525,35.39166667,133.5375,35.39166667,133.5375,35.4,133.525,35.4,133.53125,35.39583333
53330529,E_建設業,1,36,803,133.7375,35.35,133.75,35.35,133.75,35.35833333,133.7375,35.35833333,133.74375,35.35416667
53330544,E_建設業,1,4,55,133.675,35.36666667,133.6875,35.36666667,133.6875,35.375,133.675,35.375,133.68125,35.37083334
53330577,E_建設業,1,2,31,133.7125,35.39166667,133.725,35.39166667,133.725,35.4,133.7125,35.4,133.71875,35.39583333
53330630,G_卸・小売業，飲食店,2,1,123,133.75,35.35833333,133.7625,35.35833333,133.7625,35.36666667,133.75,35.36666667,133.75625,35.3625
53330640,L_サービス業,1,20,177,133.75,35.36666667,133.7625,35.36666667,133.7625,35.375,133.75,35.375,133.75625,35.37083334
53330641,G_卸・小売業，飲食店,1,6,130,133.7625,35.36666667,133.775,35.36666667,133.775,35.375,133.7625,35.375,133.76875,35.37083334
53330662,F_製造業,1,20,130,133.775,35.38333333,133.7875,35.38333333,133.7875,35.39166667,133.775,35.39166667,133.78125,35.3875
53330663,G_卸・小売業，飲食店,1,12,100,133.7875,35.38333333,133.8,35.38333333,133.8,35.39166667,133.7875,35.39166667,133.79375,35.3875
53330671,F_製造業,1,1,80,133.7625,35.39166667,133.775,35.39166667,133.775,35.4,133.7625,35.4,133.76875,35.39583333
53330673,F_製造業,1,14,400,133.7875,35.39166667,133.8,35.39166667,133.8,35.4,133.7875,35.4,133.79375,35.39583333
53330673,G_卸・小売業，飲食店,1,1,19,133.7875,35.39166667,133.8,35.39166667,133.8,35.4,133.7875,35.4,133.79375,35.39583333
53330673,L_サービス業,1,3,35,133.7875,35.39166667,133.8,35.39166667,133.8,35.4,133.7875,35.4,133.79375,35.39583333
53330684,G_卸・小売業，飲食店,1,8,254,133.8,35.4,133.8125,35.4,133.8125,35.40833333,133.8,35.40833333,133.80625,35.40416666
53330688,A_農業,1,1,38,133.85,35.4,133.8625,35.4,133.8625,35.40833333,133.85,35.40833333,133.85625,35.40416666
53330688,E_建設業,1,3,260,133.85,35.4,133.8625,35.4,133.8625,35.40833333,133.85,35.40833333,133.85625,35.40416666
53330688,G_卸・小売業，飲食店,2,7,517,133.85,35.4,133.8625,35.4,133.8625,35.40833333,133.85,35.40833333,133.85625,35.40416666
53330690,E_建設業,1,3,10,133.75,35.40833333,133.7625,35.40833333,133.7625,35.41666667,133.75,35.41666667,133.75625,35.4125
53330693,G_卸・小売業，飲食店,1,5,820,133.7875,35.40833333,133.8,35.40833333,133.8,35.41666667,133.7875,35.41666667,133.79375,35.4125
53330697,G_卸・小売業，飲食店,1,15,280,133.8375,35.40833333,133.85,35.40833333,133.85,35.41666667,133.8375,35.41666667,133.84375,35.4125
53330698,E_建設業,1,9,104,133.85,35.40833333,133.8625,35.40833333,133.8625,35.41666667,133.85,35.41666667,133.85625,35.4125
53330699,E_建設業,1,,127,133.8625,35.40833333,133.875,35.40833333,133.875,35.41666667,133.8625,35.41666667,133.86875,35.4125
53330699,M_公務,1,76,,133.8625,35.40833333,133.875,35.40833333,133.875,35.41666667,133.8625,35.41666667,133.86875,35.4125
53330740,F_製造業,1,77,838,133.875,35.36666667,133.8875,35.36666667,133.8875,35.375,133.875,35.375,133.88125,35.37083334
53330754,E_建設業,1,2,16,133.925,35.375,133.9375,35.375,133.9375,35.38333333,133.925,35.38333333,133.93125,35.37916666
53330773,E_建設業,1,6,108,133.9125,35.39166667,133.925,35.39166667,133.925,35.4,133.9125,35.4,133.91875,35.39583333
53330781,G_卸・小売業，飲食店,1,11,240,133.8875,35.4,133.9,35.4,133.9,35.40833333,133.8875,35.40833333,133.89375,35.40416666
53330783,J_運輸・通信業,1,13,100,133.9125,35.4,133.925,35.4,133.925,35.40833333,133.9125,35.40833333,133.91875,35.40416666
53330790,E_建設業,2,8,33,133.875,35.40833333,133.8875,35.40833333,133.8875,35.41666667,133.875,35.41666667,133.88125,35.4125
53330790,G_卸・小売業，飲食店,3,41,2215,133.875,35.40833333,133.8875,35.40833333,133.8875,35.41666667,133.875,35.41666667,133.88125,35.4125
53330791,E_建設業,1,12,117,133.8875,35.40833333,133.9,35.40833333,133.9,35.41666667,133.8875,35.41666667,133.89375,35.4125
